uid,anime_uid,score
105107,17731,7
252101,34822,8
233269,13349,9
251451,34822,9
100551,17731,8
187968,13349,7
263455,23133,5
73175,13349,8
180084,23133,9
302474,13759,3
68259,13349,8
60095,3464,9
286343,13759,4
68331,13349,10
30998,3464,7
102141,13759,9
132581,13759,10
311342,14837,9
199476,28619,6
115243,14837,6
200520,28619,7
133063,13759,9
152323,14837,7
113263,14837,2
127385,13759,9
115199,14837,7
113081,14837,5
106205,13759,9
77227,13759,7
113259,14837,3
199028,28619,6
151961,13759,9
198798,28619,7
171161,14837,7
183176,14837,9
201969,28619,2
134691,14837,8
227339,28619,7
89843,13759,9
91343,13759,4
99869,14837,8
279963,28619,4
181893,14837,9
241052,28619,10
292108,35691,10
172949,14837,9
112999,14837,5
91073,13759,9
257159,28619,6
119279,13759,10
190801,13759,10
263667,28619,10
112933,14837,10
232582,28619,4
183787,13759,7
295273,28619,5
109631,13759,7
91889,14837,7
249376,28619,5
113363,14837,8
200032,28619,7
88753,13759,9
120193,13759,10
300066,15813,7
209142,28619,7
96611,13759,7
198859,28619,6
194252,15813,9
222819,28619,8
189734,15813,6
319566,39198,8
150367,15813,10
238241,28619,1
272763,28619,5
320321,39198,7
199171,28619,6
311290,20541,3
137171,20541,7
200147,28619,6
238050,1604,8
142497,20541,9
214287,28619,8
201588,20541,7
299401,1604,9
298293,20541,7
209056,28619,2
313188,1604,10
280584,20541,8
12425,1604,10
240968,28619,5
138043,20541,9
287574,28619,4
290840,28619,6
199057,28619,6
175841,1604,10
15268,1604,10
144153,20541,7
198845,28619,6
27236,1604,9
186040,20541,7
198805,28619,7
198951,28619,2
33316,1604,10
168203,1604,9
202051,20541,6
199652,28619,8
86701,1604,8
199462,28619,1
137385,20541,8
210643,28619,9
212162,1604,9
139967,20541,10
15079,1604,7
171083,20541,8
198354,1604,10
164067,20541,8
199759,28619,9
193894,1604,10
212118,28619,3
174247,20541,8
199191,28619,1
139715,20541,3
93941,3464,3
206459,3464,6
12557,3464,7
300762,37386,5
137227,20541,7
13599,3464,1
314725,1604,5
139611,20541,9
45535,1604,10
197774,3464,4
61771,3464,1
130013,8246,3
24280,3464,10
137197,20541,8
213358,8246,4
289059,1604,8
40277,8246,10
68837,1604,5
13248,3464,3
141793,20541,7
9435,3464,7
175907,1604,10
16200,3464,3
11275,3464,5
163431,23133,6
38118,8246,2
164043,23133,8
134875,13759,5
62393,8246,3
36633,8246,8
106737,13759,9
186278,13759,9
205081,28619,1
200450,28619,7
164381,13759,10
63635,8246,8
201598,28619,1
200124,28619,8
85565,13759,8
36982,8246,7
202216,28619,3
87419,8246,4
195344,13759,9
69125,8246,5
198846,28619,4
86617,13759,9
36985,8246,8
198787,28619,6
36696,8246,5
198771,28619,7
36970,8246,8
165915,13759,9
198808,28619,4
156643,13759,10
320945,8246,2
212913,28619,2
83088,13759,9
199530,28619,5
96675,13759,8
36529,8246,7
36754,8246,4
198948,28619,8
198899,28619,9
205623,28619,9
198764,28619,3
109537,13759,8
186230,8246,3
198758,28619,9
36663,8246,6
242945,10257,10
253173,10257,7
182618,13759,9
92579,10257,10
198792,28619,4
71827,10257,9
200438,28619,4
41529,10257,9
198753,28619,5
118977,13759,10
63547,10257,8
87739,13759,9
35481,2098,8
21684,2098,8
199062,28619,2
80344,7858,8
19503,3005,4
32659,1642,8
319205,40489,9
210952,13759,5
267135,1642,10
319334,40489,7
75723,13759,9
146103,1642,8
259998,35370,7
188037,13759,9
225177,1642,2
14497,1642,7
99361,13759,3
140985,13759,7
303555,1642,10
126437,1642,9
17785,1642,9
321232,39198,10
319210,40489,9
321327,39198,7
45749,1642,9
266713,1642,9
317905,39198,7
34351,1642,9
9667,1642,9
318220,39198,8
323023,39198,10
25927,1642,10
319118,39198,8
9208,1642,9
322685,39198,9
11947,5538,8
320694,39198,9
323270,39198,7
17594,5538,9
317307,39198,7
9788,5538,8
317737,39198,6
19275,5538,9
317808,39198,8
317856,39198,8
11223,5538,10
317958,39198,5
317622,39198,10
317644,39198,9
317648,39198,9
317650,39198,8
204483,7479,9
317665,39198,10
187594,1604,10
166645,590,7
15038,590,9
9670,590,7
321917,1019,6
180767,1604,10
7527,1604,10
200696,1019,6
279152,1466,7
188400,1466,8
56363,1604,5
62359,1466,7
50341,1604,9
6619,1019,2
131617,4855,5
21665,1604,9
166,1019,9
46233,1604,6
17910,1604,9
30358,1604,10
34859,1604,10
173769,1604,10
18072,1604,9
133371,14827,7
109533,14827,3
202708,14827,3
16261,1604,10
290747,14827,4
72813,1604,10
85911,14827,7
63663,1681,9
87697,14827,8
179348,1604,9
87133,14827,8
27851,586,9
56459,1604,6
44489,10490,4
66631,586,7
186977,10490,3
44947,10490,4
13741,1604,10
269535,2548,9
41771,1604,9
145177,5075,6
39835,10490,4
48141,1604,6
130233,5075,7
87669,10490,3
95053,1604,10
42833,10490,9
7539,2923,10
169385,10490,2
22007,2923,9
40905,10490,7
91811,13759,7
56059,10490,2
90447,13759,9
45811,10490,9
90753,13759,7
44261,10490,3
170165,13759,9
179010,10490,5
170269,13759,9
319451,10490,3
182578,13759,9
216910,15793,9
192910,27911,10
120887,15793,10
308062,13759,1
230638,27911,7
314896,2835,6
213188,27911,6
193279,27911,9
185717,13759,10
279272,27911,9
95483,13759,10
100899,14967,8
316154,27911,5
86445,13759,7
191450,27911,9
96649,13759,10
318977,32827,5
226100,27911,7
190196,27911,3
90937,13759,10
83531,8557,10
91075,13759,6
197445,8557,7
38578,8557,6
285917,10490,5
194001,13759,5
142943,8557,6
291824,10490,4
92483,13759,6
222368,8557,10
91163,13759,9
237419,8557,8
40399,10490,9
179526,13759,10
45415,8557,6
128299,10490,4
76533,13759,9
178758,10490,4
181127,10490,9
125775,8557,8
40397,10490,3
96569,8557,8
209322,10490,1
95415,13759,6
40655,10490,7
124567,13759,10
264435,10490,9
317297,39198,4
306698,10490,8
317627,39198,9
74571,10490,6
274422,32827,8
275143,32827,6
83785,10490,6
275457,32827,7
317870,39198,3
44467,10490,8
61561,10490,8
68861,10490,8
276986,32827,7
230569,10490,5
277123,32827,8
277291,32827,7
317876,39198,9
317939,39198,9
318736,39198,10
317698,39198,9
275320,32827,8
279240,32827,10
317592,39198,8
50479,10490,6
317690,39198,9
45911,10490,5
273588,32827,3
315605,39198,10
44731,10490,4
239552,10490,9
276504,32827,8
317601,39198,9
317678,39198,9
239949,10490,9
240625,10490,2
317714,39198,4
273642,32827,3
300062,10490,6
317743,39198,9
273065,32827,7
300345,10490,10
317634,39198,5
300766,10490,7
273149,32827,7
304343,10490,7
305914,10490,2
245340,22145,10
273179,32827,7
88915,10490,6
257541,22145,9
261311,22145,9
40857,10490,5
273279,32827,6
273280,32827,7
203574,10490,8
273449,32827,6
273539,32827,5
280187,22145,9
273831,32827,7
245636,10490,5
282747,22145,8
281338,32827,3
252869,10490,6
233785,22145,1
282941,32827,6
254806,10490,7
283383,32827,4
58927,10490,3
202854,22145,10
200727,22145,9
60281,10490,6
161233,22145,7
287076,32827,8
290948,32827,4
54195,10490,9
257164,22145,10
272374,22145,10
56279,10490,7
294854,32827,8
186122,22145,9
306598,32827,10
296312,10490,4
217291,22145,9
309444,32827,4
310333,32827,6
310629,32827,6
68193,10490,6
162275,22145,7
313813,32827,8
315067,32827,9
44691,10490,5
279533,22145,8
256442,14967,4
79784,10490,8
128137,10490,10
168703,22145,9
150987,14967,10
66353,10490,2
250497,22145,9
128077,14967,8
131335,14967,7
66825,10490,8
21050,1604,10
67005,10490,5
92061,14967,7
103391,1604,8
52829,10490,2
225020,22145,10
263379,593,6
88661,10490,7
33513,8557,8
100367,10490,9
117303,14967,8
19936,1604,9
140139,10490,8
100215,10490,4
112949,1604,9
18294,1604,10
192207,10490,6
18280,1604,10
33489,8557,10
59999,10490,9
102549,10490,2
33708,8557,8
99813,1604,9
223531,10490,6
37073,1604,10
315100,8557,9
269513,1604,1
85529,8557,7
324097,10490,3
208270,1604,9
201938,1604,10
44539,10490,4
192369,8557,7
20029,1604,10
99939,8557,6
40767,8557,7
95269,1604,5
103025,10490,7
190551,8557,8
77507,8557,8
45013,10490,6
210434,1604,7
77277,8557,10
226718,10490,1
320697,32827,7
211424,10490,6
30780,1604,9
62055,10490,5
321270,32827,9
273337,32827,7
44649,10490,7
30521,1604,5
273345,32827,3
237644,10490,7
273347,32827,9
89245,1604,9
240941,10490,6
273485,32827,6
245572,10490,5
273626,32827,8
123745,10490,8
68573,1604,9
71813,10490,8
273989,32827,5
10826,1604,10
210236,10490,6
274748,32827,7
219149,10490,7
15437,1604,9
274759,32827,7
219399,10490,10
228301,10490,5
308500,35677,9
317093,35677,7
275145,32827,10
317748,35677,6
275667,32827,8
209906,10490,1
300845,35677,10
302223,35677,9
172379,10490,5
305796,35677,9
86927,10490,8
314309,35677,8
276561,32827,10
296508,35677,9
277605,32827,9
278609,32827,6
313594,35677,9
281932,32827,3
133563,10490,10
315416,35677,7
134221,10490,5
155393,12115,9
97411,10490,6
293584,12115,9
282323,32827,9
169121,10490,3
137751,12115,8
283787,32827,7
200067,10490,9
286073,32827,9
253215,12115,10
202349,10490,1
107989,10490,10
105273,14967,6
44187,10490,7
212695,14967,7
261376,14967,1
195819,12115,8
177973,10490,9
190873,10490,4
196044,14967,6
40791,10490,3
199464,10490,3
141995,12115,9
211674,12115,9
91391,14967,8
171509,12115,7
92785,14967,10
259799,10490,8
163299,14967,8
285460,14967,5
324258,10490,3
244355,14967,6
268752,10490,2
109009,12115,7
269552,10490,3
250540,14967,4
270033,10490,9
226929,10490,8
191587,12115,7
252122,14967,8
136779,10490,4
126125,12115,9
185306,10490,4
184434,12115,8
252187,14967,8
188825,12115,8
85517,12115,8
255710,14967,9
325262,38408,9
227935,14967,8
323212,38408,8
260477,14967,4
43047,10490,10
325565,38408,3
180601,10490,9
323061,38408,8
44437,10490,7
269946,14967,9
141059,14967,5
44445,10490,6
323377,38408,8
323710,38408,9
193086,14967,8
65785,10490,1
324444,38408,5
44823,10490,10
325089,38408,7
256856,14967,8
151091,593,9
323977,38408,6
121687,593,8
46061,10490,7
322824,38408,8
155701,593,9
60099,10490,6
325091,38408,5
2461,593,9
82754,10490,2
286181,593,10
42765,10490,3
205612,593,9
248552,593,6
322735,38408,9
291550,593,7
101063,10490,7
204416,593,8
52309,10490,6
323386,38408,1
280362,10490,9
291246,593,3
194449,27911,9
322617,38408,8
322959,38408,2
322637,38408,9
191775,27911,9
20846,593,10
184939,27911,7
180860,27911,7
246516,593,7
320093,10490,5
100513,593,5
44415,10490,3
249879,10271,10
180892,593,3
190204,27911,7
105625,10490,4
276993,10271,8
231228,10271,7
1033,593,8
323732,38408,1
5484,593,8
270623,10271,7
54121,10490,8
102561,593,6
39853,10490,5
295239,10271,7
169099,593,6
797,593,10
44073,10490,8
39257,10490,7
270939,10271,5
39823,10490,9
75557,10271,7
250635,2835,9
189611,2835,7
49233,10271,6
44033,10490,2
322611,38408,3
280435,10271,9
243009,10490,2
292652,15793,10
115471,15793,8
144997,10490,4
76565,10271,10
44411,10490,4
113879,15793,10
13409,593,9
116243,15793,6
43877,10271,6
117033,15793,5
166801,10490,8
156719,15793,9
44461,10490,10
271530,30736,9
44371,10271,8
177353,10490,2
167577,10271,8
259253,30736,5
43721,10490,7
318084,10271,7
249538,30736,8
44477,10490,3
40601,10490,9
37627,10271,10
259274,30736,9
144803,10271,6
262784,30736,3
49243,10490,7
273249,30736,3
175303,10271,9
38851,10490,6
36976,10271,10
259507,30736,9
42197,10490,9
259688,30736,9
259197,30736,8
257101,30736,4
43257,10490,4
550,138,10
259214,30736,10
38649,10490,1
260255,30736,4
316362,39198,9
258643,30736,2
317675,39198,3
314804,39198,2
97223,10490,4
255806,30736,1
39224,10490,3
316317,39198,2
41745,10490,3
44833,10490,6
317614,39198,3
259265,30736,6
91975,14827,5
316853,39198,10
92251,14827,3
316575,39198,10
247065,30736,9
87587,14827,3
316923,39198,1
248423,30736,3
317593,39198,3
259112,30736,8
315927,39198,2
259190,30736,4
259146,30736,4
295772,8557,8
317599,39198,9
317600,39198,7
207274,8557,10
317640,39198,4
144247,8557,7
113811,8557,8
317607,39198,9
314421,8557,9
277804,8557,8
313993,39198,9
93633,8557,9
31152,8557,7
43889,8557,8
313785,39198,10
32968,8557,8
36365,8557,10
168841,8557,7
317597,39198,4
317598,39198,8
31785,8557,8
317642,39198,3
317594,39198,8
32638,8557,4
249393,22507,9
159221,22507,9
33596,8557,8
55843,8557,7
221482,22507,10
100183,8557,6
240185,22507,8
31170,8557,8
159323,22507,8
33106,8557,8
33723,8557,8
290673,32827,6
238752,22507,4
280473,37706,8
290837,32827,8
277392,37706,10
149589,22507,8
272878,32827,6
108505,1737,8
160001,22145,9
273181,32827,10
294646,1737,8
160039,22145,9
18450,3325,7
189203,22145,9
271332,5763,9
184110,22145,9
273564,32827,8
173949,175,1
309942,32827,9
136915,175,4
275116,32827,6
8178,3668,10
275795,32827,7
209311,28063,4
160357,22145,9
277039,32827,9
191866,28063,7
161459,22145,9
160011,22145,10
323751,32827,8
167233,22145,7
291067,32827,5
178623,2619,10
273133,32827,8
160271,22145,7
273394,32827,9
29930,2619,9
192151,22145,9
40663,1618,7
273452,32827,8
31117,1618,9
204269,22145,6
52973,1618,3
164167,22145,10
298257,32827,9
173959,22145,8
159945,22145,9
160065,22145,8
273967,32827,8
304647,3668,8
9868,1480,7
160299,22145,8
274402,32827,9
10937,3668,8
280532,32827,5
160351,22145,8
280843,32827,6
45297,2463,8
165397,22145,7
6859,3668,6
272935,32827,6
162391,22145,8
159943,22145,9
102457,14967,8
11133,3668,7
6836,1604,10
87131,14967,9
30560,3668,7
69199,175,6
98221,14967,10
12306,175,1
11529,1604,7
197347,14967,6
79216,175,5
153663,1604,7
1374,175,5
202548,14967,8
71219,1604,8
297985,14967,8
30223,1604,8
264871,14967,7
4339,1604,8
302864,14967,9
133463,1604,6
140599,14967,7
31857,1604,4
94923,14967,8
29410,1604,5
211925,14967,7
17191,1604,10
280095,14967,7
321647,14967,9
26274,1604,9
288683,14967,3
207607,14967,8
181624,1604,6
113401,14967,8
188410,14967,2
179117,1604,9
98243,14967,8
178475,14967,7
99647,14967,9
632,1604,8
178451,2923,10
30964,1604,5
46211,2923,9
239385,33743,2
194197,1604,4
294536,1958,9
1821,1604,10
6902,2923,10
300133,2042,5
88769,1761,7
5315,1604,9
99665,2923,10
228328,1761,6
203731,1761,7
15170,1604,10
9415,1604,9
303523,25805,4
296117,35677,9
6302,2923,10
292195,33850,5
36220,2923,8
316139,33850,8
296875,35677,9
10819,2923,10
252131,3827,2
294064,35677,9
9913,2923,10
295422,35677,9
11951,3827,8
295612,35677,7
8381,2923,10
305317,35677,10
187786,2923,7
292738,33850,9
6959,2923,9
282691,33850,3
3440,2923,9
281580,33850,6
290581,35677,9
9297,2923,7
282093,33850,7
295626,35677,9
76323,2923,3
283820,33850,6
1462,2923,9
300970,35677,4
293948,35677,10
3668,2923,10
304915,25805,2
295481,35677,9
4317,2923,9
295664,35677,8
14996,2923,9
222630,25805,4
293738,35677,10
32041,586,8
23422,586,7
37074,586,6
21011,1761,10
280036,35677,9
292097,586,8
278704,35677,9
298822,586,7
307182,2042,4
295351,35677,5
246181,2042,9
278731,35677,8
299366,586,7
295426,35677,3
298243,36376,4
165659,2042,5
278694,35677,10
81442,586,8
318095,586,8
29513,2042,8
259707,586,7
230856,1958,5
87091,586,8
31511,1958,8
63913,586,10
239575,33743,8
17090,586,7
242293,33743,5
37262,586,6
243910,33743,4
290621,33743,5
181183,586,8
187853,586,7
38091,586,6
238998,33743,3
25514,586,8
243368,33743,5
272974,32827,8
273646,32827,9
243393,33743,7
272986,32827,10
274170,32827,9
239612,33743,4
273275,32827,1
273286,32827,8
302790,32827,9
241676,33743,2
272914,32827,3
274255,32827,5
272873,32827,10
277965,32827,9
272824,32827,8
273291,32827,1
239264,33743,1
269916,33743,8
272915,32827,8
272875,32827,5
270686,33743,9
257125,12859,6
243359,33743,5
280872,24877,6
272953,32827,9
272827,32827,8
325236,39570,6
243389,33743,2
243385,33743,5
238692,33743,8
272825,32827,7
238725,33743,4
299686,34636,7
293227,3091,9
273037,32827,3
272832,32827,8
146333,1681,9
239261,33743,10
243367,33743,2
302123,585,10
220881,1681,10
222912,1681,10
52039,585,7
260845,1681,7
130305,1681,10
239164,1681,10
324147,813,9
216048,1681,8
102497,1681,3
241512,32867,8
290745,32867,7
3330,1681,10
245249,32867,9
307259,32867,7
33291,1681,5
1532,1681,10
297815,6,9
10547,1681,8
303516,14967,7
94147,585,8
324377,585,8
20891,6791,7
240883,10359,5
20333,6791,4
309636,20239,8
88803,14967,9
157903,14967,8
92477,14967,7
203593,2236,10
240052,30652,6
322442,39676,9
194243,2236,10
106761,14967,6
239992,30652,6
175221,2236,8
90467,14967,10
183824,6,8
182297,14967,9
324221,30652,7
264503,14967,5
8560,6,10
186945,14967,8
20262,6,9
308632,14967,5
272221,30652,7
221888,6,9
101699,14967,7
188771,14967,8
238723,30652,8
256694,813,1
87063,14967,5
240016,30652,9
238910,813,9
91969,14967,6
298241,36362,4
87511,14967,10
234855,30652,5
238177,2236,7
90495,14967,10
239705,2236,9
305259,2236,9
91315,14967,8
116809,14967,8
106909,16756,6
291308,6,10
91461,14967,8
86695,14967,10
260526,6,6
107691,16756,7
189430,17831,8
52923,813,10
256145,31848,10
224620,2236,9
11860,2236,8
21257,2236,10
299168,17831,4
65195,2236,9
138839,17831,7
24253,2236,10
22702,2236,9
325171,17831,1
52115,2236,10
32625,2236,8
250603,17831,8
186477,2236,8
116237,17831,6
295292,2236,9
125649,2236,9
129333,17831,7
226601,2236,9
232449,17831,1
212208,2236,8
320050,17831,2
209933,2236,8
324382,17831,8
113101,2236,10
124645,14527,7
318564,2236,6
214120,31848,7
259839,2236,9
195719,21105,10
216900,31848,10
306414,17947,10
233352,31848,8
322532,2236,7
319984,17947,8
215378,31848,7
244468,2236,7
213930,31848,5
63315,8841,8
279592,31848,5
112003,2236,7
289333,2458,7
16309,2236,10
310489,22763,8
271915,22763,8
242763,31848,8
222378,31798,7
222235,31798,5
214459,31848,7
22945,2236,7
134757,18507,8
90169,2236,4
204681,18507,8
287985,31848,2
81650,2236,10
272516,21105,10
249015,31848,4
31996,2236,10
82626,2236,9
211567,31848,7
210278,8841,7
84783,8841,8
273532,2236,4
264357,2236,10
210857,31848,8
54653,2236,8
266585,8841,8
307337,8841,7
16251,2236,8
82150,2236,10
214905,31848,10
281944,2236,10
214156,31848,2
103249,2236,10
295773,35756,10
7022,2236,10
298408,35756,8
28428,2236,9
210713,31848,9
22311,2236,10
325169,21105,3
118663,17831,7
85675,2236,10
113355,17831,6
266682,21105,9
33266,2236,9
281793,35756,8
278790,17831,1
282028,35756,9
284312,35756,5
11021,2236,9
295016,35756,3
30889,2236,9
288152,35756,8
213738,17831,2
37400,2236,10
281763,35756,9
322650,35756,9
56669,2236,10
117543,17831,8
281831,35756,8
281825,35756,7
281781,35756,8
118893,17831,1
281967,35756,9
113185,17831,2
239359,2236,10
282297,35756,7
114505,17831,8
282421,35756,8
248502,2236,10
293514,35756,7
263661,2236,9
295327,35756,4
113254,17831,7
176267,2236,5
298861,35756,8
317900,35756,7
113163,17831,5
9109,2236,9
322416,35756,8
113125,17831,8
125073,2236,8
281561,35756,7
234901,2236,8
302642,35756,7
221170,2236,8
113173,17831,2
6551,2236,9
303552,35756,8
14895,2236,10
113215,17831,6
282262,35756,9
113293,17831,7
4536,2236,10
283560,35756,9
306270,35756,10
281386,2236,7
281760,35756,9
239322,2236,8
282811,35756,9
241298,2236,8
280089,35756,9
285840,2236,9
279178,35756,8
172059,17831,7
242528,2236,8
279444,35756,9
211081,2236,9
281750,35756,8
118771,17831,8
281756,35756,9
281753,35756,7
281757,35756,10
217255,2236,7
277798,8841,5
115871,17831,6
143381,8841,6
20268,2236,8
114347,17831,2
194272,8841,9
113255,17831,5
84365,8841,9
10074,2236,10
37801,8841,9
98209,8841,9
239987,30652,8
180761,2236,8
293483,8841,3
188522,8841,5
232854,30652,6
10196,2236,10
34166,8841,10
6411,2236,10
86773,8841,9
14659,2236,8
134657,8841,8
125143,8841,7
218686,2236,10
35501,8841,7
218752,2236,8
50487,8841,7
34549,8841,8
251746,2236,8
286913,2236,7
304597,8841,6
24824,2236,10
322450,21105,7
215280,21105,7
87057,2236,10
217027,2236,9
212059,2236,8
226324,21105,10
199364,2236,9
226305,21105,8
234696,21105,10
193070,21105,10
208667,21105,8
6558,2236,10
252728,21105,6
253960,21105,6
228935,32772,4
204886,2236,10
261707,21105,7
196437,21105,10
236444,32772,5
291442,21105,10
292261,21105,10
49843,2236,10
295712,2236,8
303139,21105,8
228263,813,7
263791,32772,8
211815,813,10
139659,813,10
224689,813,9
173527,21105,8
152283,813,10
209267,21105,8
178021,813,8
173319,21105,8
234645,813,2
201761,21105,7
86187,14199,6
52387,813,8
187049,21105,8
323300,14199,7
248119,813,3
284409,14199,3
255056,813,8
311472,18507,7
81250,14199,7
313756,813,9
301853,6633,6
152187,18507,7
10300,813,6
144191,18507,6
151473,813,9
118869,18507,10
140435,18507,9
176075,813,6
114307,18507,9
172731,6902,10
175087,18507,6
115359,18507,6
16975,813,10
203384,18507,5
114245,18507,6
114435,18507,5
90795,813,9
17625,813,7
202979,18507,4
94325,14199,8
87711,813,10
180392,18507,7
114309,18507,10
195062,18507,7
75341,14199,7
150045,18507,6
17566,813,9
132239,18507,8
150237,6,10
130407,18507,10
229136,31798,2
202075,6,10
271142,14199,7
205564,6,7
209783,6,9
222153,31798,6
223001,31798,8
220455,6,9
218133,6,8
222113,31798,4
270604,31798,1
222411,31798,8
217198,6,7
231967,31798,9
301986,14199,4
9021,6,8
300389,31798,10
221859,31798,4
235777,14199,4
112701,6,10
247714,14199,6
70455,6,10
222423,31798,6
221851,31798,6
301345,6,9
239643,31798,3
301970,6,6
272754,6,7
221896,31798,10
310736,6,8
221863,31798,8
306625,14199,3
184435,6,8
222273,31798,4
193688,14199,3
68419,6,9
221892,31798,4
221877,31798,9
221856,31798,6
132107,6,1
133821,6,10
66785,8841,6
307354,2236,9
219855,2236,8
225376,14199,6
192082,2236,10
180035,8841,9
35498,8841,8
213081,2236,6
219095,14199,8
180926,8841,9
278964,14199,1
34691,8841,6
64519,8841,1
203930,2236,9
91549,2236,10
34985,8841,9
315786,2236,9
36028,8841,8
241306,14199,6
37941,8841,8
141125,8841,7
318024,2236,6
33644,8841,9
182410,8841,7
33855,8841,9
26526,2236,1
34647,8841,10
15766,2236,10
37388,8841,4
312222,14199,9
33415,2236,9
113617,8841,9
161605,14199,9
33653,8841,9
197867,14199,8
172589,2236,8
37176,8841,6
193535,2236,10
35508,8841,7
82500,14199,9
303367,17947,8
262113,17947,4
4854,2236,9
72361,2236,8
266610,17947,8
32917,2236,10
204403,21105,8
82442,14199,8
11858,2236,9
273061,21105,5
314517,14199,2
321033,813,4
194040,21105,10
196690,21105,10
323688,813,10
68563,813,7
160585,21105,7
185188,21105,8
11575,813,8
240369,21105,6
225717,14199,1
35441,813,10
193199,21105,8
289925,813,8
187683,21105,6
253300,813,10
229573,21105,5
75669,14199,8
291869,813,6
254123,21105,8
97027,14199,9
240648,21105,5
212796,813,3
285974,21105,5
104331,813,9
193291,813,10
84853,813,9
40979,813,6
220171,21105,5
296016,21105,3
159869,21105,10
304447,813,10
8393,813,7
182049,21105,8
232255,14199,9
145497,14199,9
213590,813,3
169571,21105,10
159537,14199,3
159839,21105,8
110797,14199,4
16528,813,9
82648,14527,9
81366,14527,3
92771,813,10
187680,14527,7
28999,6,9
77725,14527,9
321061,6,8
81804,14527,9
98835,14199,3
286662,6,8
279781,14527,9
291544,6633,9
82228,14527,8
232593,14527,7
10849,6,9
18551,6,10
83855,14527,7
198535,6,8
289010,14527,4
23384,6,9
81694,14527,3
208448,6633,8
26769,6,10
81854,14527,7
186890,6,9
78559,14527,9
145163,6,9
303223,6633,7
152965,6,8
37686,6,9
187022,16762,6
9076,6,10
15139,6,7
118761,16762,10
92081,6633,8
245203,6,9
297101,16762,7
312574,16762,7
294181,6,10
185236,16762,5
119369,16762,8
207970,2236,5
103715,16762,8
126637,2236,10
177963,16762,10
31381,6633,8
27410,2236,10
103897,16762,8
294753,14199,7
190334,2236,9
111845,16762,10
84127,14199,8
315682,2236,7
122019,16762,9
180781,14199,4
36947,2236,10
302404,16762,10
80606,14199,5
103681,16762,9
181379,16762,5
122649,16762,5
163383,16762,8
102327,2236,9
219285,16762,8
6094,2236,10
84535,14199,9
119693,16762,3
102989,16762,10
192003,2236,9
204509,2236,10
103333,16762,9
184738,2236,9
100221,14199,6
302307,2236,5
182274,2236,9
10457,2236,10
120303,2236,10
100343,2236,10
84663,14199,8
75573,14199,9
33282,2236,9
316055,813,10
325112,813,10
48815,813,10
315870,36111,3
268092,813,2
128439,813,10
82096,14199,9
206084,813,10
79004,14199,7
2764,813,5
75585,14199,8
159937,813,6
92719,14199,10
306257,813,10
307465,813,9
311341,813,10
81212,14199,5
313666,813,5
292039,813,3
314154,813,5
154471,813,9
34401,813,1
23000,1479,6
77771,14199,9
314511,813,8
321903,813,8
81156,14199,3
218358,813,4
5472,1474,6
147473,813,7
118815,14199,10
244478,27601,7
25051,585,10
35845,585,10
202557,12187,7
22489,585,10
255625,5291,6
226420,32772,5
130121,585,7
233824,5251,9
232840,32772,8
22271,585,7
263842,585,10
275405,585,10
56541,585,10
9922,1686,10
79464,585,9
106067,585,9
64095,585,9
180008,6,10
287349,31798,6
177577,6,10
292631,31798,9
293350,31798,9
152493,6,9
53023,6231,7
62175,6,9
234801,2392,9
184097,6,8
55797,6,9
305524,6,7
182127,6,9
111541,6,9
105281,8841,9
226686,31798,6
98377,6,9
99605,6,6
227061,31798,7
271130,6,6
228483,31798,6
78265,6,8
221952,31798,9
25733,6,9
182379,6,7
190630,6,7
192825,6,10
189126,6,10
221900,31798,6
201389,6,5
308009,32867,8
313569,29949,1
308206,32867,9
253863,32867,8
319379,32867,8
241580,32867,8
244786,32867,10
245077,32867,9
270507,32867,10
222023,31798,7
215670,31452,6
223033,31798,10
236534,32867,7
285233,32867,7
288894,32867,7
222380,31798,9
69101,3366,6
280680,31798,10
178685,19315,2
291495,32867,8
239083,31798,9
261513,32867,9
239278,31798,10
283111,31798,7
291478,36023,7
237229,32867,10
284180,31798,6
309274,32867,10
310381,32867,8
87335,2236,9
117327,2236,8
244085,31798,8
230808,2236,5
3241,2236,9
262806,840,5
261645,2236,4
246758,31798,9
94855,2236,9
18513,2236,6
167911,2236,8
219601,19315,4
228360,19315,3
1225,2236,6
222126,31798,10
210759,19315,2
2874,2236,8
222070,31798,8
221967,31798,6
23184,2236,9
1291,2236,8
292206,36023,4
221995,31798,8
123875,2236,8
208278,19315,4
325,2236,10
22483,2236,3
1076,2236,9
52817,682,10
201822,19315,3
5795,2236,7
39559,682,5
152619,2236,5
223350,31798,8
213906,19315,2
1418,2236,10
12074,2236,9
298811,31798,4
64389,682,5
217701,19315,1
71301,813,8
324260,31798,3
304145,36023,4
133445,19315,2
316746,813,10
221936,31798,8
278385,19315,7
185979,813,9
280825,19315,1
124969,813,9
172943,682,8
281451,19315,2
223371,31798,8
139929,813,9
23952,682,6
247645,19315,2
221933,31798,9
14293,813,10
249683,19315,5
59487,813,9
222415,31798,9
308408,19315,8
203696,813,10
222962,31798,4
243697,19315,8
59411,813,10
133359,19315,4
118045,813,10
221962,31798,9
233336,19315,2
160217,813,10
221937,31798,8
230778,19315,6
10478,813,5
221944,31798,10
165249,813,6
146221,19315,5
285579,813,3
310143,813,9
241955,31798,9
204427,19315,6
13785,813,10
18102,813,10
227195,21201,2
278657,21201,5
258408,19315,6
254860,813,10
247816,31798,8
249568,31798,7
